Ads,Age,Gender,Day,Reach,Impressions,Frequency,Currency,"Amount spent (USD)","Attribution setting","Clicks (all)","CPC (all)","CTR (all)","Gross impressions (includes invalid impressions from non-human traffic)","CPM (cost per 1,000 impressions)","Page engagement","Follows or likes","Post comments","Post engagements","Post reactions","Post shares","Cost per Page engagement","Cost per follow or like","Cost per post engagement","3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per 3-second video play","Link clicks","CTR (link click-through rate)","CPC (cost per link click)","Adds to cart","Cost per add to cart","Adds to wishlist","Cost per add to wishlist","Content views","Cost per content view","Content views conversion value",Purchases,"Cost per purchase","Purchases conversion value","Reporting starts","Reporting ends"
"All Products Collection - CP",25-34,male,2024-04-24,6,6,1,USD,0.2,"7-day click",,,,6,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",35-44,female,2024-04-24,45,67,1.48888889,USD,1.01,"7-day click",,,,67,15.07462687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",35-44,male,2024-04-24,6,18,3,USD,0.17,"7-day click",,,,18,9.44444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",35-44,unknown,2024-04-24,3,12,4,USD,0.06,"7-day click",,,,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",45-54,female,2024-04-24,64,105,1.640625,USD,1.66,"7-day click",,,,105,15.80952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",45-54,male,2024-04-24,14,23,1.64285714,USD,0.46,"7-day click",,,,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",55-64,female,2024-04-24,66,86,1.3030303,USD,3.13,"7-day click",4,0.7825,4.65116279,86,36.39534884,3,,,3,,,1.04333333,,1.04333333,,,,,,,,3,3.48837209,1.04333333,,,,,1,3.13,39.99,,,,2024-04-01,2024-06-30
"All Products Collection - CP",55-64,male,2024-04-24,38,61,1.60526316,USD,1.23,"7-day click",,,,61,20.16393443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",55-64,unknown,2024-04-24,1,1,1,USD,0.04,"7-day click",,,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",65+,female,2024-04-24,105,133,1.26666667,USD,5.33,"7-day click",3,1.77666667,2.2556391,134,40.07518797,3,,,3,1,,1.77666667,,1.77666667,,,,,,,,2,1.5037594,2.665,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",65+,male,2024-04-24,46,67,1.45652174,USD,1.4,"7-day click",,,,67,20.89552239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",65+,unknown,2024-04-24,2,2,1,USD,0.07,"7-day click",,,,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",18-24,female,2024-04-24,4,4,1,USD,0.05,"7-day click",,,,4,12.5,1,,,1,,,0.05,,0.05,1,,,,,,0.05,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",18-24,male,2024-04-24,6,6,1,USD,0.24,"7-day click",1,0.24,16.66666667,6,40,3,,,3,,,0.08,,0.08,2,,,,,,0.12,1,16.66666667,0.24,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",25-34,female,2024-04-24,21,25,1.19047619,USD,1.03,"7-day click",1,1.03,4,25,41.2,5,,,5,,,0.206,,0.206,5,,,,,,0.206,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",25-34,male,2024-04-24,23,30,1.30434783,USD,0.84,"7-day click",,,,30,28,8,,,8,,,0.105,,0.105,8,1,,,,,0.105,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",35-44,female,2024-04-24,46,58,1.26086957,USD,1.49,"7-day click",1,1.49,1.72413793,58,25.68965517,14,,,14,,,0.10642857,,0.10642857,14,4,3,1,1,,0.10642857,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",35-44,male,2024-04-24,77,86,1.11688312,USD,2.46,"7-day click",3,0.82,3.48837209,86,28.60465116,25,,,25,,,0.0984,,0.0984,23,5,,,,,0.10695652,2,2.3255814,1.23,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",45-54,female,2024-04-24,146,161,1.10273973,USD,5.25,"7-day click",4,1.3125,2.48447205,162,32.60869565,43,,,43,1,,0.12209302,,0.12209302,40,11,9,6,3,3,0.13125,2,1.24223602,2.625,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",45-54,male,2024-04-24,350,417,1.19142857,USD,12.85,"7-day click",6,2.14166667,1.43884892,419,30.81534772,74,,,74,1,,0.17364865,,0.17364865,71,15,8,4,3,3,0.18098592,2,0.47961631,6.425,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",45-54,unknown,2024-04-24,2,2,1,USD,0.06,"7-day click",,,,2,30,2,,,2,,,0.03,,0.03,2,1,1,,,,0.03,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",55-64,female,2024-04-24,517,634,1.22630561,USD,24.09,"7-day click",24,1.00375,3.78548896,636,37.99684543,167,,,167,,2,0.1442515,,0.1442515,152,35,21,10,9,9,0.15848684,13,2.05047319,1.85307692,,,,,1,24.09,39.99,1,24.09,179.94,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",55-64,male,2024-04-24,769,940,1.22236671,USD,29.6,"7-day click",34,0.87058824,3.61702128,941,31.4893617,228,1,,227,5,1,0.12982456,29.6,0.13039648,200,53,26,16,10,10,0.148,20,2.12765957,1.48,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",55-64,unknown,2024-04-24,6,7,1.16666667,USD,0.13,"7-day click",,,,7,18.57142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",65+,female,2024-04-24,672,780,1.16071429,USD,35.33,"7-day click",45,0.78511111,5.76923077,782,45.29487179,254,,2,254,5,,0.13909449,,0.13909449,226,51,29,12,7,7,0.15632743,21,2.69230769,1.68238095,1,35.33,,,3,11.77666667,99.97,1,35.33,29.99,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",65+,male,2024-04-24,828,977,1.17995169,USD,31.66,"7-day click",24,1.31916667,2.45649949,978,32.40532242,259,,,259,3,,0.12223938,,0.12223938,241,38,20,11,5,5,0.13136929,15,1.53531218,2.11066667,2,15.83,,,1,31.66,39.99,1,31.66,104.97,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",65+,unknown,2024-04-24,9,12,1.33333333,USD,0.33,"7-day click",,,,12,27.5,1,,,1,,,0.33,,0.33,1,,,,,,0.33,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",25-34,female,2024-04-24,2,2,1,USD,0.08,"7-day click",,,,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",25-34,male,2024-04-24,1,4,4,USD,0.02,"7-day click",,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",35-44,male,2024-04-24,4,5,1.25,USD,0.07,"7-day click",,,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",45-54,female,2024-04-24,20,23,1.15,USD,0.4,"7-day click",1,0.4,4.34782609,23,17.39130435,1,,,1,1,,0.4,,0.4,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",45-54,male,2024-04-24,7,9,1.28571429,USD,0.27,"7-day click",,,,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",55-64,female,2024-04-24,31,34,1.09677419,USD,1.04,"7-day click",1,1.04,2.94117647,34,30.58823529,1,,,1,1,,1.04,,1.04,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",55-64,male,2024-04-24,3,3,1,USD,0.08,"7-day click",,,,3,26.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",65+,female,2024-04-24,45,54,1.2,USD,2.7,"7-day click",1,2.7,1.85185185,54,50,1,,,1,1,,2.7,,2.7,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",65+,male,2024-04-24,15,22,1.46666667,USD,0.77,"7-day click",1,0.77,4.54545455,22,35,1,,,1,,,0.77,,0.77,,,,,,,,1,4.54545455,0.77,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",18-24,male,2024-04-24,1,1,1,USD,0.02,"7-day click",,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",25-34,male,2024-04-24,3,4,1.33333333,USD,0.96,"7-day click",1,0.96,25,4,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",35-44,female,2024-04-24,4,4,1,USD,0.21,"7-day click",,,,4,52.5,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",35-44,male,2024-04-24,6,6,1,USD,0.19,"7-day click",,,,6,31.66666667,3,,,3,,,0.06333333,,0.06333333,3,1,1,,,,0.06333333,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",45-54,female,2024-04-24,12,13,1.08333333,USD,0.39,"7-day click",,,,13,30,3,,,3,,,0.13,,0.13,3,,,,,,0.13,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",45-54,male,2024-04-24,10,10,1,USD,0.25,"7-day click",,,,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",55-64,female,2024-04-24,40,59,1.475,USD,1.78,"7-day click",3,0.59333333,5.08474576,59,30.16949153,14,,,14,,,0.12714286,,0.12714286,13,1,1,1,,,0.13692308,1,1.69491525,1.78,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",55-64,male,2024-04-24,37,48,1.2972973,USD,2.83,"7-day click",1,2.83,2.08333333,48,58.95833333,14,,,14,1,,0.20214286,,0.20214286,13,1,,,,,0.21769231,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",65+,female,2024-04-24,47,63,1.34042553,USD,3.15,"7-day click",3,1.05,4.76190476,63,50,23,,,23,1,,0.13695652,,0.13695652,21,1,1,1,1,1,0.15,1,1.58730159,3.15,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",65+,male,2024-04-24,36,38,1.05555556,USD,1.79,"7-day click",3,0.59666667,7.89473684,38,47.10526316,11,,,11,,,0.16272727,,0.16272727,9,2,1,1,1,1,0.19888889,2,5.26315789,0.895,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",65+,unknown,2024-04-24,1,1,1,USD,0.01,"7-day click",,,,1,10,1,,,1,,,0.01,,0.01,1,,,,,,0.01,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",18-24,male,2024-04-24,2,2,1,USD,0.05,"7-day click",,,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",25-34,female,2024-04-24,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",25-34,male,2024-04-24,2,2,1,USD,0.04,"7-day click",,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",35-44,female,2024-04-24,7,7,1,USD,0.12,"7-day click",,,,7,17.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",35-44,male,2024-04-24,3,3,1,USD,0.03,"7-day click",,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",45-54,female,2024-04-24,13,14,1.07692308,USD,0.3,"7-day click",1,0.3,7.14285714,14,21.42857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",45-54,male,2024-04-24,17,26,1.52941176,USD,0.47,"7-day click",,,,26,18.07692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",55-64,female,2024-04-24,23,31,1.34782609,USD,0.79,"7-day click",1,0.79,3.22580645,31,25.48387097,1,,,1,1,,0.79,,0.79,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",55-64,male,2024-04-24,34,40,1.17647059,USD,1.14,"7-day click",2,0.57,5,40,28.5,2,,,2,2,,0.57,,0.57,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",55-64,unknown,2024-04-24,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",65+,female,2024-04-24,50,56,1.12,USD,1.53,"7-day click",1,1.53,1.78571429,56,27.32142857,1,,,1,,,1.53,,1.53,,,,,,,,1,1.78571429,1.53,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",65+,male,2024-04-24,46,65,1.41304348,USD,1.96,"7-day click",,,,65,30.15384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",65+,unknown,2024-04-24,1,1,1,USD,0.04,"7-day click",,,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",18-24,female,2024-04-24,5,5,1,USD,0.1096486,"7-day click",,,,5,21.9297197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",18-24,male,2024-04-24,3,4,1.33333333,USD,0.09968054,"7-day click",,,,4,24.92013603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",25-34,female,2024-04-24,61,92,1.50819672,USD,1.33571929,"7-day click",2,0.66785965,2.17391304,92,14.51868795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",25-34,male,2024-04-24,15,21,1.4,USD,0.29904163,"7-day click",,,,21,14.24007773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",35-44,female,2024-04-24,183,263,1.43715847,USD,4.78466612,"7-day click",1,4.78466612,0.38022814,264,18.19264683,1,,,1,,,4.78466612,,4.78466612,,,,,,,,1,0.38022814,4.78466612,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",35-44,male,2024-04-24,40,59,1.475,USD,0.86722073,"7-day click",,,,59,14.6986565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",35-44,unknown,2024-04-24,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",45-54,female,2024-04-24,353,516,1.46175637,USD,11.61278339,"7-day click",8,1.45159792,1.5503876,519,22.50539416,2,,,2,,,5.80639169,,5.80639169,,,,,,,,2,0.3875969,5.80639169,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",45-54,male,2024-04-24,79,123,1.55696203,USD,2.97048021,"7-day click",2,1.48524011,1.62601626,124,24.15024565,3,,,3,1,,0.99016007,,0.99016007,,,,,,,,2,1.62601626,1.48524011,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",45-54,unknown,2024-04-24,3,3,1,USD,0.02990416,"7-day click",,,,3,9.96805441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",55-64,female,2024-04-24,507,708,1.3964497,USD,17.01546888,"7-day click",7,2.43078127,0.98870056,714,24.03314813,2,,,2,,,8.50773444,,8.50773444,,,,,,,,2,0.28248588,8.50773444,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",55-64,male,2024-04-24,140,195,1.39285714,USD,3.96728566,"7-day click",1,3.96728566,0.51282051,197,20.34505464,1,,,1,1,,3.96728566,,3.96728566,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",55-64,unknown,2024-04-24,4,4,1,USD,0.15948887,"7-day click",,,,4,39.87221764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",65+,female,2024-04-24,789,1144,1.44993663,USD,42.97228256,"7-day click",23,1.86836011,2.01048951,1156,37.56318406,14,,1,14,2,,3.06944875,,3.06944875,,,,,,,,11,0.96153846,3.90657114,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",65+,male,2024-04-24,255,353,1.38431373,USD,9.85840581,"7-day click",4,2.46460145,1.13314448,354,27.92749522,1,,,1,,,9.85840581,,9.85840581,,,,,,,,1,0.28328612,9.85840581,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",65+,unknown,2024-04-24,9,15,1.66666667,USD,0.64792354,"7-day click",1,0.64792354,6.66666667,15,43.19490245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",18-24,female,2024-04-23,3,4,1.33333333,USD,0.13,"7-day click",,,,4,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",18-24,male,2024-04-23,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",18-24,unknown,2024-04-23,1,2,2,USD,0.04,"7-day click",,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",25-34,female,2024-04-23,31,42,1.35483871,USD,0.8,"7-day click",,,,43,19.04761905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",25-34,male,2024-04-23,20,23,1.15,USD,0.32,"7-day click",,,,23,13.91304348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",35-44,female,2024-04-23,149,206,1.38255034,USD,4.01,"7-day click",2,2.005,0.97087379,209,19.46601942,1,,,1,,,4.01,,4.01,,,,,,,,1,0.48543689,4.01,,,,,2,2.005,144.96,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",35-44,male,2024-04-23,39,54,1.38461538,USD,0.86,"7-day click",,,,54,15.92592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",35-44,unknown,2024-04-23,2,2,1,USD,0.02,"7-day click",,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",45-54,female,2024-04-23,275,378,1.37454545,USD,10.33,"7-day click",5,2.066,1.32275132,381,27.32804233,1,,,1,,,10.33,,10.33,,,,,,,,1,0.26455026,10.33,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",45-54,male,2024-04-23,105,143,1.36190476,USD,3.26,"7-day click",,,,145,22.7972028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",45-54,unknown,2024-04-23,1,1,1,USD,0.04,"7-day click",,,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",55-64,female,2024-04-23,329,471,1.43161094,USD,11.61,"7-day click",7,1.65857143,1.48619958,473,24.64968153,3,,,3,1,,3.87,,3.87,,,,,,,,2,0.42462845,5.805,,,,,2,5.805,59.98,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",55-64,male,2024-04-23,128,166,1.296875,USD,4.23,"7-day click",,,,167,25.48192771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",65+,female,2024-04-23,336,484,1.44047619,USD,17.28,"7-day click",15,1.152,3.09917355,485,35.70247934,9,,,9,,,1.92,,1.92,,,,,,,,8,1.65289256,2.16,,,,,6,2.88,179.94,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",65+,male,2024-04-23,118,173,1.46610169,USD,6.33,"7-day click",4,1.5825,2.31213873,173,36.58959538,1,,,1,,,6.33,,6.33,,,,,,,,1,0.57803468,6.33,,,,,2,3.165,59.98,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",65+,unknown,2024-04-23,5,7,1.4,USD,0.23,"7-day click",,,,7,32.85714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",18-24,female,2024-04-23,2,4,2,USD,0.01,"7-day click",,,,4,2.5,1,,,1,,,0.01,,0.01,1,1,,,,,0.01,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",25-34,female,2024-04-23,2,2,1,USD,0.01,"7-day click",,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",25-34,male,2024-04-23,1,1,1,USD,0.6,"7-day click",,,,1,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",35-44,female,2024-04-23,8,15,1.875,USD,0.25,"7-day click",1,0.25,6.66666667,15,16.66666667,1,,,1,,,0.25,,0.25,1,4,1,1,,,0.25,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",35-44,male,2024-04-23,6,7,1.16666667,USD,0.05,"7-day click",,,,7,7.14285714,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",35-44,unknown,2024-04-23,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",45-54,female,2024-04-23,23,30,1.30434783,USD,0.42,"7-day click",,,,30,14,2,,,2,,,0.21,,0.21,2,3,,,,,0.21,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",45-54,male,2024-04-23,9,11,1.22222222,USD,0.15,"7-day click",,,,11,13.63636364,2,,,2,,,0.075,,0.075,2,2,2,2,3,1,0.075,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",55-64,female,2024-04-23,45,56,1.24444444,USD,0.78,"7-day click",1,0.78,1.78571429,56,13.92857143,8,,,8,,,0.0975,,0.0975,7,12,7,4,4,4,0.11142857,1,1.78571429,0.78,,,,,1,0.78,29.99,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",55-64,male,2024-04-23,33,42,1.27272727,USD,0.67,"7-day click",1,0.67,2.38095238,42,15.95238095,7,,,7,,,0.09571429,,0.09571429,7,10,6,6,5,4,0.09571429,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",65+,female,2024-04-23,71,124,1.74647887,USD,2.81,"7-day click",2,1.405,1.61290323,124,22.66129032,21,,,21,,,0.13380952,,0.13380952,19,30,14,11,10,8,0.14789474,2,1.61290323,1.405,,,,,1,2.81,29.99,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",65+,male,2024-04-23,45,66,1.46666667,USD,1.27,"7-day click",2,0.635,3.03030303,66,19.24242424,8,,,8,1,,0.15875,,0.15875,6,18,6,5,3,3,0.21166667,1,1.51515152,1.27,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",65+,unknown,2024-04-23,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",18-24,male,2024-04-23,3,4,1.33333333,USD,0.06,"7-day click",,,,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",18-24,unknown,2024-04-23,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",25-34,female,2024-04-23,9,10,1.11111111,USD,0.19,"7-day click",,,,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",25-34,male,2024-04-23,13,14,1.07692308,USD,0.36,"7-day click",2,0.18,14.28571429,14,25.71428571,1,,,1,1,,0.36,,0.36,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",35-44,female,2024-04-23,20,20,1,USD,0.13,"7-day click",2,0.065,10,21,6.5,1,,,1,,,0.13,,0.13,,,,,,,,1,5,0.13,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",35-44,male,2024-04-23,40,40,1,USD,1.1,"7-day click",,,,40,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",45-54,female,2024-04-23,50,56,1.12,USD,0.89,"7-day click",3,0.29666667,5.35714286,56,15.89285714,1,,,1,1,,0.89,,0.89,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",45-54,male,2024-04-23,149,158,1.06040268,USD,2.89,"7-day click",3,0.96333333,1.89873418,158,18.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
