Ads,Age,Gender,Day,Reach,Impressions,Frequency,Currency,"Amount spent (USD)","Attribution setting","Clicks (all)","CPC (all)","CTR (all)","Gross impressions (includes invalid impressions from non-human traffic)","CPM (cost per 1,000 impressions)","Page engagement","Follows or likes","Post comments","Post engagements","Post reactions","Post shares","Cost per Page engagement","Cost per follow or like","Cost per post engagement","3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per 3-second video play","Link clicks","CTR (link click-through rate)","CPC (cost per link click)","Adds to cart","Cost per add to cart","Adds to wishlist","Cost per add to wishlist","Content views","Cost per content view","Content views conversion value",Purchases,"Cost per purchase","Purchases conversion value","Reporting starts","Reporting ends"
"Collage Carousel - Static;...and 1 more ad",45-54,male,2024-04-24,8,11,1.375,USD,0.32891447,"7-day click",,,,11,29.90131579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",55-64,female,2024-04-24,16,19,1.1875,USD,0.33888158,"7-day click",,,,19,17.83587258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",55-64,male,2024-04-24,9,13,1.44444444,USD,0.36878289,"7-day click",,,,13,28.36791498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",65+,female,2024-04-24,24,27,1.125,USD,0.67776316,"7-day click",,,,28,25.10233918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",65+,male,2024-04-24,16,22,1.375,USD,0.26911184,"7-day click",1,0.26911184,4.54545455,22,12.23235646,1,,,1,,,0.26911184,,0.26911184,,,,,,,,1,4.54545455,0.26911184,,,,,2,0.13455592,79.98,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",65+,unknown,2024-04-24,1,3,3,USD,0.04983553,"7-day click",,,,3,16.61184211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",18-24,female,2024-04-24,9,12,1.33333333,USD,0.33939958,"7-day click",,,,12,28.28329855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",18-24,male,2024-04-24,11,15,1.36363636,USD,0.18966447,"7-day click",,,,15,12.64429818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",18-24,unknown,2024-04-24,3,3,1,USD,0.07985873,"7-day click",,,,4,26.61957511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",25-34,female,2024-04-24,57,92,1.61403509,USD,1.39752769,"7-day click",,,,92,15.1905184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",25-34,male,2024-04-24,27,41,1.51851852,USD,0.98825173,"7-day click",,,,41,24.10370063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",25-34,unknown,2024-04-24,2,2,1,USD,,"7-day click",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",35-44,female,2024-04-24,164,261,1.59146341,USD,3.94302456,"7-day click",4,0.98575614,1.53256705,262,15.1073738,2,,,2,1,,1.97151228,,1.97151228,,,,,,,,1,0.38314176,3.94302456,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",35-44,male,2024-04-24,83,123,1.48192771,USD,1.48736876,"7-day click",,,,123,12.09242894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",35-44,unknown,2024-04-24,4,5,1.25,USD,0.07985873,"7-day click",,,,5,15.97174506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",45-54,female,2024-04-24,390,607,1.55641026,USD,10.4814577,"7-day click",2,5.24072885,0.32948929,609,17.26764036,2,,,2,,,5.24072885,,5.24072885,,,,,,,,2,0.32948929,5.24072885,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",45-54,male,2024-04-24,179,255,1.42458101,USD,4.03286563,"7-day click",,,,258,15.81515933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",45-54,unknown,2024-04-24,5,6,1.2,USD,0.18966447,"7-day click",,,,6,31.61074544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",55-64,female,2024-04-24,612,990,1.61764706,USD,22.16079628,"7-day click",7,3.16582804,0.70707071,994,22.3846427,4,,,4,,,5.54019907,,5.54019907,,,,,,,,4,0.4040404,5.54019907,,,,,3,7.38693209,119.97,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",55-64,male,2024-04-24,356,576,1.61797753,USD,9.6229764,"7-day click",3,3.2076588,0.52083333,577,16.70655625,3,,,3,,,3.2076588,,3.2076588,,,,,,,,3,0.52083333,3.2076588,,,,,2,4.8114882,69.98,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",55-64,unknown,2024-04-24,9,16,1.77777778,USD,0.46917001,"7-day click",1,0.46917001,6.25,16,29.3231257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",65+,female,2024-04-24,1032,1581,1.53197674,USD,45.45957939,"7-day click",26,1.74844536,1.64452878,1588,28.75368715,20,,,20,3,,2.27297897,,2.27297897,,,,,,,,17,1.07526882,2.67409291,6,7.57659656,,,13,3.49689072,489.87,2,22.72978969,289.91,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",65+,male,2024-04-24,612,992,1.62091503,USD,22.89948948,"7-day click",9,2.54438772,0.90725806,997,23.08416279,5,,2,5,,,4.5798979,,4.5798979,,,,,,,,3,0.30241935,7.63316316,1,22.89948948,,,8,2.86243619,289.92,1,22.89948948,104.97,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",65+,unknown,2024-04-24,14,26,1.85714286,USD,0.5390464,"7-day click",,,,26,20.73255369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",18-24,female,2024-04-24,2,2,1,USD,0.01993333,"7-day click",,,,2,9.96666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",18-24,male,2024-04-24,2,2,1,USD,0.04983333,"7-day click",,,,2,24.91666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",25-34,female,2024-04-24,4,6,1.5,USD,0.01993333,"7-day click",,,,6,3.32222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",25-34,male,2024-04-24,5,6,1.2,USD,0.1495,"7-day click",,,,6,24.91666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",35-44,female,2024-04-24,16,29,1.8125,USD,0.299,"7-day click",,,,29,10.31034483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",35-44,male,2024-04-24,14,17,1.21428571,USD,0.3588,"7-day click",,,,18,21.10588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",35-44,unknown,2024-04-24,1,3,3,USD,0.01993333,"7-day click",,,,3,6.64444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",45-54,female,2024-04-24,38,59,1.55263158,USD,0.87706667,"7-day click",,,,59,14.86553672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",45-54,male,2024-04-24,31,49,1.58064516,USD,0.5382,"7-day click",,,,49,10.98367347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",55-64,female,2024-04-24,64,95,1.484375,USD,1.05646667,"7-day click",,,,95,11.12070175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",55-64,male,2024-04-24,65,113,1.73846154,USD,1.65446667,"7-day click",2,0.82723333,1.7699115,114,14.64129794,2,,,2,,,0.82723333,,0.82723333,,,,,,,,2,1.7699115,0.82723333,,,,,1,1.65446667,39.99,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",55-64,unknown,2024-04-24,3,4,1.33333333,USD,0.1196,"7-day click",,,,4,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",65+,female,2024-04-24,115,170,1.47826087,USD,4.2757,"7-day click",3,1.42523333,1.76470588,172,25.15117647,1,,,1,,,4.2757,,4.2757,,,,,,,,1,0.58823529,4.2757,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",65+,male,2024-04-24,105,168,1.6,USD,2.43186667,"7-day click",3,0.81062222,1.78571429,169,14.47539683,3,,,3,,,0.81062222,,0.81062222,,,,,,,,3,1.78571429,0.81062222,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",65+,unknown,2024-04-24,4,4,1,USD,0.0897,"7-day click",,,,4,22.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",18-24,female,2024-04-24,1,1,1,USD,0.00999668,"7-day click",,,,1,9.99668325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",18-24,male,2024-04-24,1,1,1,USD,0.00999668,"7-day click",,,,1,9.99668325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",25-34,female,2024-04-24,4,4,1,USD,0.07997347,"7-day click",,,,4,19.9933665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",25-34,male,2024-04-24,8,9,1.125,USD,0.12995688,"7-day click",,,,9,14.43965358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",25-34,unknown,2024-04-24,2,3,1.5,USD,0.01999337,"7-day click",,,,3,6.6644555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",35-44,female,2024-04-24,29,37,1.27586207,USD,0.67977446,"7-day click",2,0.33988723,5.40540541,38,18.37228273,1,,,1,,,0.67977446,,0.67977446,,,,,,,,1,2.7027027,0.67977446,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",35-44,male,2024-04-24,50,57,1.14,USD,0.85971476,"7-day click",2,0.42985738,3.50877193,57,15.08271508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",45-54,female,2024-04-24,68,86,1.26470588,USD,1.32955887,"7-day click",4,0.33238972,4.65116279,86,15.45998689,1,,,1,,,1.32955887,,1.32955887,,,,,,,,1,1.1627907,1.32955887,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",45-54,male,2024-04-24,174,204,1.17241379,USD,2.29923715,"7-day click",7,0.32846245,3.43137255,204,11.27077033,3,,,3,1,1,0.76641238,,0.76641238,,,,,,,,1,0.49019608,2.29923715,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",45-54,unknown,2024-04-24,1,1,1,USD,0.03998673,"7-day click",,,,1,39.986733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",55-64,female,2024-04-24,169,197,1.16568047,USD,3.72876285,"7-day click",6,0.62146048,3.04568528,197,18.92773022,4,,,4,3,,0.93219071,,0.93219071,,,,,,,,1,0.50761421,3.72876285,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",55-64,male,2024-04-24,331,390,1.17824773,USD,6.61780431,"7-day click",9,0.73531159,2.30769231,394,16.968729,3,,,3,2,,2.20593477,,2.20593477,,,,,,,,1,0.25641026,6.61780431,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",55-64,unknown,2024-04-24,6,6,1,USD,0.2399204,"7-day click",1,0.2399204,16.66666667,6,39.986733,1,,,1,,,0.2399204,,0.2399204,,,,,,,,1,16.66666667,0.2399204,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",65+,female,2024-04-24,233,272,1.16738197,USD,5.47818242,"7-day click",16,0.3423864,5.88235294,272,20.14037655,8,,,8,4,,0.6847728,,0.6847728,,,,,,,,4,1.47058824,1.36954561,1,5.47818242,,,1,5.47818242,39.99,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",65+,male,2024-04-24,282,348,1.23404255,USD,8.5971476,"7-day click",15,0.57314317,4.31034483,350,24.70444711,11,,,11,,,0.78155887,,0.78155887,,,,,,,,11,3.16091954,0.78155887,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",65+,unknown,2024-04-24,3,3,1,USD,0.01999337,"7-day click",,,,4,6.6644555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",18-24,male,2024-04-24,1,1,1,USD,0.03,"7-day click",,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",25-34,female,2024-04-24,1,1,1,USD,0.17,"7-day click",,,,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",25-34,male,2024-04-24,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",35-44,female,2024-04-24,2,2,1,USD,0.06,"7-day click",,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",45-54,female,2024-04-24,8,11,1.375,USD,0.4,"7-day click",,,,11,36.36363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",45-54,male,2024-04-24,1,1,1,USD,0.03,"7-day click",,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",55-64,female,2024-04-24,14,16,1.14285714,USD,0.56,"7-day click",1,0.56,6.25,16,35,1,,,1,1,,0.56,,0.56,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",55-64,male,2024-04-24,8,11,1.375,USD,0.32,"7-day click",1,0.32,9.09090909,11,29.09090909,1,,,1,1,,0.32,,0.32,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",65+,female,2024-04-24,23,25,1.08695652,USD,2.36,"7-day click",1,2.36,4,25,94.4,1,,,1,,,2.36,,2.36,,,,,,,,1,4,2.36,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",65+,male,2024-04-24,16,19,1.1875,USD,0.75,"7-day click",2,0.375,10.52631579,19,39.47368421,1,,,1,,,0.75,,0.75,,,,,,,,1,5.26315789,0.75,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",65+,unknown,2024-04-24,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",18-24,female,2024-04-24,5,9,1.8,USD,1.15970471,"7-day click",1,1.15970471,11.11111111,9,128.85607938,1,,,1,,,1.15970471,,1.15970471,,,,,,,,1,11.11111111,1.15970471,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",18-24,male,2024-04-24,5,9,1.8,USD,0.109972,"7-day click",,,,9,12.21911098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",25-34,female,2024-04-24,73,102,1.39726027,USD,1.47962326,"7-day click",1,1.47962326,0.98039216,102,14.50611036,1,,,1,,,1.47962326,,1.47962326,,,,,,,,1,0.98039216,1.47962326,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",25-34,male,2024-04-24,25,35,1.4,USD,0.66982945,"7-day click",1,0.66982945,2.85714286,35,19.1379842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",35-44,female,2024-04-24,264,370,1.40151515,USD,5.10869922,"7-day click",2,2.55434961,0.54054054,372,13.80729518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",35-44,male,2024-04-24,87,121,1.3908046,USD,1.98949343,"7-day click",,,,121,16.44209448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",35-44,unknown,2024-04-24,2,2,1,USD,0.04998727,"7-day click",,,,2,24.99363609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",45-54,female,2024-04-24,563,852,1.51332149,USD,18.51528561,"7-day click",10,1.85152856,1.17370892,857,21.73155588,6,,,6,,,3.08588094,,3.08588094,,,,,,,,6,0.70422535,3.08588094,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",45-54,male,2024-04-24,271,459,1.69372694,USD,8.10793555,"7-day click",1,8.10793555,0.21786492,462,17.6643476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",45-54,unknown,2024-04-24,6,11,1.83333333,USD,0.18995163,"7-day click",,,,11,17.26833039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",55-64,female,2024-04-24,850,1297,1.52588235,USD,31.92187201,"7-day click",18,1.77343733,1.38781804,1301,24.61208328,4,,,4,,,7.980468,,7.980468,,,,,,,,4,0.30840401,7.980468,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",55-64,male,2024-04-24,483,795,1.64596273,USD,17.87544853,"7-day click",3,5.95848284,0.37735849,798,22.48484092,1,,,1,,,17.87544853,,17.87544853,,,,,,,,1,0.12578616,17.87544853,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",55-64,unknown,2024-04-24,11,18,1.63636364,USD,0.63983708,"7-day click",,,,18,35.54650466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",65+,female,2024-04-24,1163,1915,1.64660361,USD,72.09164393,"7-day click",40,1.8022911,2.08877285,1928,37.64576706,12,,1,12,1,1,6.00763699,,6.00763699,,,,,,,,9,0.46997389,8.01018266,1,72.09164393,,,5,14.41832879,199.95,2,36.04582196,169.95,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",65+,male,2024-04-24,641,1070,1.66926677,USD,35.59093779,"7-day click",19,1.87320725,1.77570093,1073,33.26255868,11,,,11,1,,3.2355398,,3.2355398,,,,,,,,10,0.93457944,3.55909378,,,,,,,,1,35.59093779,179.94,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",65+,unknown,2024-04-24,19,31,1.63157895,USD,0.86977854,"7-day click",,,,32,28.05737212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",25-34,female,2024-04-24,2,3,1.5,USD,0.06966346,"7-day click",,,,3,23.22115385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",25-34,male,2024-04-24,2,2,1,USD,0.48764423,"7-day click",,,,2,243.82211538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",35-44,female,2024-04-24,11,17,1.54545455,USD,0.26870192,"7-day click",,,,17,15.80599548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",35-44,male,2024-04-24,1,3,3,USD,0.01990385,"7-day click",,,,3,6.63461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",45-54,female,2024-04-24,17,18,1.05882353,USD,0.37817308,"7-day click",,,,18,21.00961538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",45-54,male,2024-04-24,16,16,1,USD,0.34831731,"7-day click",,,,16,21.76983173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",55-64,female,2024-04-24,21,22,1.04761905,USD,0.39807692,"7-day click",,,,22,18.09440559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",55-64,male,2024-04-24,17,26,1.52941176,USD,0.53740385,"7-day click",3,0.17913462,11.53846154,26,20.6693787,2,,,2,2,,0.26870192,,0.26870192,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",65+,female,2024-04-24,35,44,1.25714286,USD,1.43307692,"7-day click",,,,46,32.56993007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",65+,male,2024-04-24,11,12,1.09090909,USD,0.19903846,"7-day click",,,,12,16.58653846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",18-24,male,2024-04-24,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",25-34,female,2024-04-24,13,18,1.38461538,USD,0.37,"7-day click",,,,18,20.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",25-34,male,2024-04-24,2,2,1,USD,,"7-day click",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",35-44,female,2024-04-24,29,35,1.20689655,USD,0.59,"7-day click",1,0.59,2.85714286,35,16.85714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",35-44,male,2024-04-24,8,10,1.25,USD,0.07,"7-day click",,,,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",35-44,unknown,2024-04-24,1,1,1,USD,0.03,"7-day click",,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",45-54,female,2024-04-24,80,102,1.275,USD,2.24,"7-day click",,,,102,21.96078431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",45-54,male,2024-04-24,22,27,1.22727273,USD,0.76,"7-day click",1,0.76,3.7037037,27,28.14814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",55-64,female,2024-04-24,153,191,1.24836601,USD,7.17,"7-day click",4,1.7925,2.09424084,191,37.53926702,3,,,3,2,,2.39,,2.39,,,,,,,,1,0.52356021,7.17,,,,,1,7.17,39.99,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",55-64,male,2024-04-24,53,69,1.30188679,USD,1.61,"7-day click",1,1.61,1.44927536,69,23.33333333,1,,,1,,,1.61,,1.61,,,,,,,,1,1.44927536,1.61,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",55-64,unknown,2024-04-24,2,2,1,USD,0.28,"7-day click",,,,2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",65+,female,2024-04-24,303,411,1.35643564,USD,16.08,"7-day click",5,3.216,1.21654501,413,39.12408759,2,,,2,,,8.04,,8.04,,,,,,,,2,0.486618,8.04,,,,,7,2.29714286,324.91,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",65+,male,2024-04-24,101,123,1.21782178,USD,5.11,"7-day click",,,,125,41.54471545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",65+,unknown,2024-04-24,4,4,1,USD,0.13,"7-day click",,,,4,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",18-24,male,2024-04-24,3,4,1.33333333,USD,0.01,"7-day click",,,,4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",25-34,female,2024-04-24,17,22,1.29411765,USD,0.2,"7-day click",,,,23,9.09090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
